SRR409146,WGS,202,10379619510,SAMN00767999,6240140606,BI,public,"sra,bam","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX120429,Illumina HiSeq 2000,Solexa-80832,PAIRED,RANDOM,GENOMIC,Ochotona princeps,ILLUMINA,2012-02-17T00:00:00Z,PRJNA167910.Ochotona princeps_07Jul2011,SRP009922,missing,PRJNA74593,,,,,,,,,,,,,missing,D0J8AACXX,missing,SL-HAQ,5,DNA:DNA Genomic,G15050,G15050,D0J8A.5,D0J8AACXX120130,120130_SL-HAQ_0185_BFCD0J8AACXX,Ochotona princeps_07Jul2011,27267,27267,,,"135356.0, 150787.0","135356.0, 150787.0","broadinstitute.org:bsp.prod.sample:2C39I, broadinstitute.org:bsp.prod.sample:2EQGN","broadinstitute.org:bsp.prod.sample:2C39I, broadinstitute.org:bsp.prod.sample:2EQGN","SP-2C39I, SP-2EQGN","SP-2C39I, SP-2EQGN",,,,,,,,,,,,,,,,,,
SRR413468,WGS,202,35236153608,SAMN00767999,22902616815,BI,public,"sra,bam","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX121837,Illumina HiSeq 2000,Solexa-77041,PAIRED,RANDOM,GENOMIC,Ochotona princeps,ILLUMINA,2012-02-23T00:00:00Z,PRJNA167910.Ochotona princeps_07Jul2011,SRP009922,missing,PRJNA74593,,,,,,,,,,,,,missing,C0A6GACXX,missing,SL-HBC,7,DNA:DNA Genomic,G15050,G15050,C0A6G.7,C0A6GACXX111215,111215_SL-HBC_0212_BFCC0A6GACXX,Ochotona princeps_07Jul2011,27048,27048,SM-244SF,SM-244SF,,,,,,,,,,,,,,,134038.0,134038.0,,broadinstitute.org:bsp.prod.sample:2BKZW,broadinstitute.org:bsp.prod.sample:2BKZW,SM-2BKZW,SM-2BKZW,,,
SRR413469,WGS,202,34907793720,SAMN00767999,22633702421,BI,public,"sra,bam","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX121837,Illumina HiSeq 2000,Solexa-77041,PAIRED,RANDOM,GENOMIC,Ochotona princeps,ILLUMINA,2012-02-23T00:00:00Z,PRJNA167910.Ochotona princeps_07Jul2011,SRP009922,missing,PRJNA74593,,,,,,,,,,,,,missing,C0A6GACXX,missing,SL-HBC,4,DNA:DNA Genomic,G15050,G15050,C0A6G.4,C0A6GACXX111215,111215_SL-HBC_0212_BFCC0A6GACXX,Ochotona princeps_07Jul2011,27048,27048,SM-244SF,SM-244SF,,,,,,,,,,,,,,,134038.0,134038.0,,broadinstitute.org:bsp.prod.sample:2BKZW,broadinstitute.org:bsp.prod.sample:2BKZW,SM-2BKZW,SM-2BKZW,,,
SRR413470,WGS,202,34930438728,SAMN00767999,22646019561,BI,public,"bam,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX121837,Illumina HiSeq 2000,Solexa-77041,PAIRED,RANDOM,GENOMIC,Ochotona princeps,ILLUMINA,2012-02-23T00:00:00Z,PRJNA167910.Ochotona princeps_07Jul2011,SRP009922,missing,PRJNA74593,,,,,,,,,,,,,missing,C0A6GACXX,missing,SL-HBC,8,DNA:DNA Genomic,G15050,G15050,C0A6G.8,C0A6GACXX111215,111215_SL-HBC_0212_BFCC0A6GACXX,Ochotona princeps_07Jul2011,27048,27048,SM-244SF,SM-244SF,,,,,,,,,,,,,,,134038.0,134038.0,,broadinstitute.org:bsp.prod.sample:2BKZW,broadinstitute.org:bsp.prod.sample:2BKZW,SM-2BKZW,SM-2BKZW,,,
SRR413471,WGS,202,34775816212,SAMN00767999,22564243672,BI,public,"sra,bam","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX121837,Illumina HiSeq 2000,Solexa-77041,PAIRED,RANDOM,GENOMIC,Ochotona princeps,ILLUMINA,2012-02-23T00:00:00Z,PRJNA167910.Ochotona princeps_07Jul2011,SRP009922,missing,PRJNA74593,,,,,,,,,,,,,missing,C0A6GACXX,missing,SL-HBC,6,DNA:DNA Genomic,G15050,G15050,C0A6G.6,C0A6GACXX111215,111215_SL-HBC_0212_BFCC0A6GACXX,Ochotona princeps_07Jul2011,27048,27048,SM-244SF,SM-244SF,,,,,,,,,,,,,,,134038.0,134038.0,,broadinstitute.org:bsp.prod.sample:2BKZW,broadinstitute.org:bsp.prod.sample:2BKZW,SM-2BKZW,SM-2BKZW,,,
SRR392069,WGS,202,9118212734,SAMN00767999,5804368796,BI,public,"bam,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX112822,Illumina HiSeq 2000,Solexa-74293,PAIRED,RANDOM,GENOMIC,Ochotona princeps,ILLUMINA,2011-12-22T00:00:00Z,PRJNA167910.Ochotona princeps_07Jul2011,SRP009922,missing,PRJNA74593,,,,,,,,,,,,,missing,D0ERYACXX,missing,SL-HBZ,7,DNA:DNA Genomic,G15050,G15050,D0ERY.7,D0ERYACXX111202,111202_SL-HBZ_0117_AFCD0ERYACXX,Ochotona princeps_07Jul2011,27050,27050,SM-244SF,SM-244SF,"134039.0, 134040.0","134039.0, 134040.0","broadinstitute.org:bsp.prod.sample:2BKZX, broadinstitute.org:bsp.prod.sample:2BKZY","broadinstitute.org:bsp.prod.sample:2BKZX, broadinstitute.org:bsp.prod.sample:2BKZY","SM-2BKZX, SM-2BKZY","SM-2BKZX, SM-2BKZY",AssemblyWithoutReference,AssemblyWithoutReference,IlluminaStufferlessJump,IlluminaStufferlessJump,,,,,,,,,,,,,,
SRR392070,WGS,202,8709317062,SAMN00767999,5648264393,BI,public,"sra,bam","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX112823,Illumina HiSeq 2000,Solexa-74296,PAIRED,RANDOM,GENOMIC,Ochotona princeps,ILLUMINA,2011-12-22T00:00:00Z,PRJNA167910.Ochotona princeps_07Jul2011,SRP009922,missing,PRJNA74593,,,,,,,,,,,,,missing,D0ERYACXX,missing,SL-HBZ,7,DNA:DNA Genomic,G15050,G15050,D0ERY.7,D0ERYACXX111202,111202_SL-HBZ_0117_AFCD0ERYACXX,Ochotona princeps_07Jul2011,27050,27050,SM-244SF,SM-244SF,"134039.0, 134040.0","134039.0, 134040.0","broadinstitute.org:bsp.prod.sample:2BKZX, broadinstitute.org:bsp.prod.sample:2BKZY","broadinstitute.org:bsp.prod.sample:2BKZX, broadinstitute.org:bsp.prod.sample:2BKZY","SM-2BKZX, SM-2BKZY","SM-2BKZX, SM-2BKZY",AssemblyWithoutReference,AssemblyWithoutReference,IlluminaStufferlessJump,IlluminaStufferlessJump,,,,,,,,,,,,,,
SRR392071,WGS,202,8972799600,SAMN00767999,5864121396,BI,public,"bam,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX112824,Illumina HiSeq 2000,Solexa-74294,PAIRED,RANDOM,GENOMIC,Ochotona princeps,ILLUMINA,2011-12-22T00:00:00Z,PRJNA167910.Ochotona princeps_07Jul2011,SRP009922,missing,PRJNA74593,,,,,,,,,,,,,missing,D0ERYACXX,missing,SL-HBZ,6,DNA:DNA Genomic,G15050,G15050,D0ERY.6,D0ERYACXX111202,111202_SL-HBZ_0117_AFCD0ERYACXX,Ochotona princeps_07Jul2011,27050,27050,SM-244SF,SM-244SF,"134039.0, 134040.0","134039.0, 134040.0","broadinstitute.org:bsp.prod.sample:2BKZX, broadinstitute.org:bsp.prod.sample:2BKZY","broadinstitute.org:bsp.prod.sample:2BKZX, broadinstitute.org:bsp.prod.sample:2BKZY","SM-2BKZX, SM-2BKZY","SM-2BKZX, SM-2BKZY",AssemblyWithoutReference,AssemblyWithoutReference,IlluminaStufferlessJump,IlluminaStufferlessJump,,,,,,,,,,,,,,
SRR392072,WGS,202,8846288212,SAMN00767999,5742286915,BI,public,"sra,bam","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX112825,Illumina HiSeq 2000,Solexa-74295,PAIRED,RANDOM,GENOMIC,Ochotona princeps,ILLUMINA,2011-12-22T00:00:00Z,PRJNA167910.Ochotona princeps_07Jul2011,SRP009922,missing,PRJNA74593,,,,,,,,,,,,,missing,D0ERYACXX,missing,SL-HBZ,6,DNA:DNA Genomic,G15050,G15050,D0ERY.6,D0ERYACXX111202,111202_SL-HBZ_0117_AFCD0ERYACXX,Ochotona princeps_07Jul2011,27050,27050,SM-244SF,SM-244SF,"134039.0, 134040.0","134039.0, 134040.0","broadinstitute.org:bsp.prod.sample:2BKZX, broadinstitute.org:bsp.prod.sample:2BKZY","broadinstitute.org:bsp.prod.sample:2BKZX, broadinstitute.org:bsp.prod.sample:2BKZY","SM-2BKZX, SM-2BKZY","SM-2BKZX, SM-2BKZY",AssemblyWithoutReference,AssemblyWithoutReference,IlluminaStufferlessJump,IlluminaStufferlessJump,,,,,,,,,,,,,,
SRR392073,WGS,202,8994261898,SAMN00767999,5915409601,BI,public,"sra,bam","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX112824,Illumina HiSeq 2000,Solexa-74294,PAIRED,RANDOM,GENOMIC,Ochotona princeps,ILLUMINA,2011-12-22T00:00:00Z,PRJNA167910.Ochotona princeps_07Jul2011,SRP009922,missing,PRJNA74593,,,,,,,,,,,,,missing,D0ERYACXX,missing,SL-HBZ,4,DNA:DNA Genomic,G15050,G15050,D0ERY.4,D0ERYACXX111202,111202_SL-HBZ_0117_AFCD0ERYACXX,Ochotona princeps_07Jul2011,27050,27050,SM-244SF,SM-244SF,"134039.0, 134040.0","134039.0, 134040.0","broadinstitute.org:bsp.prod.sample:2BKZX, broadinstitute.org:bsp.prod.sample:2BKZY","broadinstitute.org:bsp.prod.sample:2BKZX, broadinstitute.org:bsp.prod.sample:2BKZY","SM-2BKZX, SM-2BKZY","SM-2BKZX, SM-2BKZY",AssemblyWithoutReference,AssemblyWithoutReference,IlluminaStufferlessJump,IlluminaStufferlessJump,,,,,,,,,,,,,,
SRR392074,WGS,202,8787534896,SAMN00767999,5757312005,BI,public,"sra,bam","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX112825,Illumina HiSeq 2000,Solexa-74295,PAIRED,RANDOM,GENOMIC,Ochotona princeps,ILLUMINA,2011-12-22T00:00:00Z,PRJNA167910.Ochotona princeps_07Jul2011,SRP009922,missing,PRJNA74593,,,,,,,,,,,,,missing,D0ERYACXX,missing,SL-HBZ,7,DNA:DNA Genomic,G15050,G15050,D0ERY.7,D0ERYACXX111202,111202_SL-HBZ_0117_AFCD0ERYACXX,Ochotona princeps_07Jul2011,27050,27050,SM-244SF,SM-244SF,"134039.0, 134040.0","134039.0, 134040.0","broadinstitute.org:bsp.prod.sample:2BKZX, broadinstitute.org:bsp.prod.sample:2BKZY","broadinstitute.org:bsp.prod.sample:2BKZX, broadinstitute.org:bsp.prod.sample:2BKZY","SM-2BKZX, SM-2BKZY","SM-2BKZX, SM-2BKZY",AssemblyWithoutReference,AssemblyWithoutReference,IlluminaStufferlessJump,IlluminaStufferlessJump,,,,,,,,,,,,,,
SRR392075,WGS,202,9179138560,SAMN00767999,5792865443,BI,public,"bam,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX112822,Illumina HiSeq 2000,Solexa-74293,PAIRED,RANDOM,GENOMIC,Ochotona princeps,ILLUMINA,2011-12-22T00:00:00Z,PRJNA167910.Ochotona princeps_07Jul2011,SRP009922,missing,PRJNA74593,,,,,,,,,,,,,missing,D0ERYACXX,missing,SL-HBZ,6,DNA:DNA Genomic,G15050,G15050,D0ERY.6,D0ERYACXX111202,111202_SL-HBZ_0117_AFCD0ERYACXX,Ochotona princeps_07Jul2011,27050,27050,SM-244SF,SM-244SF,"134039.0, 134040.0","134039.0, 134040.0","broadinstitute.org:bsp.prod.sample:2BKZX, broadinstitute.org:bsp.prod.sample:2BKZY","broadinstitute.org:bsp.prod.sample:2BKZX, broadinstitute.org:bsp.prod.sample:2BKZY","SM-2BKZX, SM-2BKZY","SM-2BKZX, SM-2BKZY",AssemblyWithoutReference,AssemblyWithoutReference,IlluminaStufferlessJump,IlluminaStufferlessJump,,,,,,,,,,,,,,
SRR392076,WGS,202,8783292290,SAMN00767999,5675585095,BI,public,"bam,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX112823,Illumina HiSeq 2000,Solexa-74296,PAIRED,RANDOM,GENOMIC,Ochotona princeps,ILLUMINA,2011-12-22T00:00:00Z,PRJNA167910.Ochotona princeps_07Jul2011,SRP009922,missing,PRJNA74593,,,,,,,,,,,,,missing,D0ERYACXX,missing,SL-HBZ,4,DNA:DNA Genomic,G15050,G15050,D0ERY.4,D0ERYACXX111202,111202_SL-HBZ_0117_AFCD0ERYACXX,Ochotona princeps_07Jul2011,27050,27050,SM-244SF,SM-244SF,"134039.0, 134040.0","134039.0, 134040.0","broadinstitute.org:bsp.prod.sample:2BKZX, broadinstitute.org:bsp.prod.sample:2BKZY","broadinstitute.org:bsp.prod.sample:2BKZX, broadinstitute.org:bsp.prod.sample:2BKZY","SM-2BKZX, SM-2BKZY","SM-2BKZX, SM-2BKZY",AssemblyWithoutReference,AssemblyWithoutReference,IlluminaStufferlessJump,IlluminaStufferlessJump,,,,,,,,,,,,,,
SRR392077,WGS,202,8864888170,SAMN00767999,5789147391,BI,public,"bam,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX112825,Illumina HiSeq 2000,Solexa-74295,PAIRED,RANDOM,GENOMIC,Ochotona princeps,ILLUMINA,2011-12-22T00:00:00Z,PRJNA167910.Ochotona princeps_07Jul2011,SRP009922,missing,PRJNA74593,,,,,,,,,,,,,missing,D0ERYACXX,missing,SL-HBZ,4,DNA:DNA Genomic,G15050,G15050,D0ERY.4,D0ERYACXX111202,111202_SL-HBZ_0117_AFCD0ERYACXX,Ochotona princeps_07Jul2011,27050,27050,SM-244SF,SM-244SF,"134039.0, 134040.0","134039.0, 134040.0","broadinstitute.org:bsp.prod.sample:2BKZX, broadinstitute.org:bsp.prod.sample:2BKZY","broadinstitute.org:bsp.prod.sample:2BKZX, broadinstitute.org:bsp.prod.sample:2BKZY","SM-2BKZX, SM-2BKZY","SM-2BKZX, SM-2BKZY",AssemblyWithoutReference,AssemblyWithoutReference,IlluminaStufferlessJump,IlluminaStufferlessJump,,,,,,,,,,,,,,
SRR392078,WGS,202,9174807882,SAMN00767999,5812890483,BI,public,"sra,bam","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX112822,Illumina HiSeq 2000,Solexa-74293,PAIRED,RANDOM,GENOMIC,Ochotona princeps,ILLUMINA,2011-12-22T00:00:00Z,PRJNA167910.Ochotona princeps_07Jul2011,SRP009922,missing,PRJNA74593,,,,,,,,,,,,,missing,D0ERYACXX,missing,SL-HBZ,4,DNA:DNA Genomic,G15050,G15050,D0ERY.4,D0ERYACXX111202,111202_SL-HBZ_0117_AFCD0ERYACXX,Ochotona princeps_07Jul2011,27050,27050,SM-244SF,SM-244SF,"134039.0, 134040.0","134039.0, 134040.0","broadinstitute.org:bsp.prod.sample:2BKZX, broadinstitute.org:bsp.prod.sample:2BKZY","broadinstitute.org:bsp.prod.sample:2BKZX, broadinstitute.org:bsp.prod.sample:2BKZY","SM-2BKZX, SM-2BKZY","SM-2BKZX, SM-2BKZY",AssemblyWithoutReference,AssemblyWithoutReference,IlluminaStufferlessJump,IlluminaStufferlessJump,,,,,,,,,,,,,,
SRR392079,WGS,202,8905891948,SAMN00767999,5875072250,BI,public,"sra,bam","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX112824,Illumina HiSeq 2000,Solexa-74294,PAIRED,RANDOM,GENOMIC,Ochotona princeps,ILLUMINA,2011-12-22T00:00:00Z,PRJNA167910.Ochotona princeps_07Jul2011,SRP009922,missing,PRJNA74593,,,,,,,,,,,,,missing,D0ERYACXX,missing,SL-HBZ,7,DNA:DNA Genomic,G15050,G15050,D0ERY.7,D0ERYACXX111202,111202_SL-HBZ_0117_AFCD0ERYACXX,Ochotona princeps_07Jul2011,27050,27050,SM-244SF,SM-244SF,"134039.0, 134040.0","134039.0, 134040.0","broadinstitute.org:bsp.prod.sample:2BKZX, broadinstitute.org:bsp.prod.sample:2BKZY","broadinstitute.org:bsp.prod.sample:2BKZX, broadinstitute.org:bsp.prod.sample:2BKZY","SM-2BKZX, SM-2BKZY","SM-2BKZX, SM-2BKZY",AssemblyWithoutReference,AssemblyWithoutReference,IlluminaStufferlessJump,IlluminaStufferlessJump,,,,,,,,,,,,,,
SRR392080,WGS,202,8770322880,SAMN00767999,5637526553,BI,public,"sra,bam","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX112823,Illumina HiSeq 2000,Solexa-74296,PAIRED,RANDOM,GENOMIC,Ochotona princeps,ILLUMINA,2011-12-22T00:00:00Z,PRJNA167910.Ochotona princeps_07Jul2011,SRP009922,missing,PRJNA74593,,,,,,,,,,,,,missing,D0ERYACXX,missing,SL-HBZ,6,DNA:DNA Genomic,G15050,G15050,D0ERY.6,D0ERYACXX111202,111202_SL-HBZ_0117_AFCD0ERYACXX,Ochotona princeps_07Jul2011,27050,27050,SM-244SF,SM-244SF,"134039.0, 134040.0","134039.0, 134040.0","broadinstitute.org:bsp.prod.sample:2BKZX, broadinstitute.org:bsp.prod.sample:2BKZY","broadinstitute.org:bsp.prod.sample:2BKZX, broadinstitute.org:bsp.prod.sample:2BKZY","SM-2BKZX, SM-2BKZY","SM-2BKZX, SM-2BKZY",AssemblyWithoutReference,AssemblyWithoutReference,IlluminaStufferlessJump,IlluminaStufferlessJump,,,,,,,,,,,,,,
SRR393550,WGS,202,8745305180,SAMN00767999,5590077306,BI,public,"sra,bam","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX112823,Illumina HiSeq 2000,Solexa-74296,PAIRED,RANDOM,GENOMIC,Ochotona princeps,ILLUMINA,2011-12-29T00:00:00Z,PRJNA167910.Ochotona princeps_07Jul2011,SRP009922,missing,PRJNA74593,,,,,,,,,,,,,missing,D0ERYACXX,missing,SL-HBZ,8,DNA:DNA Genomic,G15050,G15050,D0ERY.8,D0ERYACXX111202,111202_SL-HBZ_0117_AFCD0ERYACXX,Ochotona princeps_07Jul2011,27050,27050,SM-244SF,SM-244SF,"134039.0, 134040.0","134039.0, 134040.0","broadinstitute.org:bsp.prod.sample:2BKZX, broadinstitute.org:bsp.prod.sample:2BKZY","broadinstitute.org:bsp.prod.sample:2BKZX, broadinstitute.org:bsp.prod.sample:2BKZY","SM-2BKZX, SM-2BKZY","SM-2BKZX, SM-2BKZY",AssemblyWithoutReference,AssemblyWithoutReference,IlluminaStufferlessJump,IlluminaStufferlessJump,,,,,,,,,,,,,,
